<<<<<<< HEAD
city,place_type,location,date_time,temp_celsius,rain_1h,clouds_all,day,hour,month,dayofweek,event_density,footfall
Nagercoil,temple,Temple near Nagercoil,2024-03-05 21:00:00,32.1,0.18,47,5,21,3,1,0.0,1607
Vellore,theater,Theater near Vellore,2024-05-04 03:00:00,23.9,1.12,55,4,3,5,5,0.0,327
Tirunelveli,mall,Mall near Tirunelveli,2024-11-23 06:00:00,30.4,0.55,12,23,6,11,5,0.0,2339
Vellore,theater,Theater near Vellore,2024-12-07 07:00:00,33.2,0.86,27,7,7,12,5,0.2,439
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-08-29 02:00:00,39.1,2.2,38,29,2,8,3,0.0,1232
Cuddalore,hospital,Hospital near Cuddalore,2024-02-29 21:00:00,31.6,0.0,68,29,21,2,3,0.0,1134
Salem,metro_station,Metro_Station near Salem,2024-12-03 05:00:00,22.7,0.93,7,3,5,12,1,0.0,3196
Madurai,mall,Mall near Madurai,2024-12-04 15:00:00,37.9,2.0,2,4,15,12,2,0.0,2199
Erode,temple,Temple near Erode,2024-03-29 15:00:00,28.0,5.17,41,29,15,3,4,0.0,919
Villupuram,hospital,Hospital near Villupuram,2024-08-24 23:00:00,34.6,1.89,27,24,23,8,5,0.0,833
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-03-10 05:00:00,37.0,0.99,25,10,5,3,6,0.2,1441
Ramanathapuram,railway_station,Railway_Station near Ramanathapuram,2024-11-26 22:00:00,27.2,1.96,49,26,22,11,1,0.0,3816
Ramanathapuram,theater,Theater near Ramanathapuram,2024-12-29 21:00:00,23.0,4.28,37,29,21,12,6,0.0,712
Vellore,railway_station,Railway_Station near Vellore,2024-09-23 05:00:00,27.9,2.18,67,23,5,9,0,0.0,2123
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-06-19 08:00:00,34.1,5.27,76,19,8,6,2,0.0,763
Karur,tourist_spot,Tourist_Spot near Karur,2024-04-15 07:00:00,34.5,0.71,84,15,7,4,0,0.0,918
Tiruchirappalli,college,College near Tiruchirappalli,2024-02-12 04:00:00,27.0,0.42,3,12,4,2,0,0.0,1202
Dindigul,railway_station,Railway_Station near Dindigul,2024-05-16 20:00:00,27.5,1.0,25,16,20,5,3,0.0,2975
Tiruppur,tourist_spot,Tourist_Spot near Tiruppur,2024-12-20 20:00:00,30.7,0.73,19,20,20,12,4,0.0,923
Madurai,college,College near Madurai,2024-03-05 21:00:00,18.9,1.81,27,5,21,3,1,0.0,1193
Villupuram,hospital,Hospital near Villupuram,2024-03-19 13:00:00,25.6,0.14,48,19,13,3,1,0.0,679
Tiruppur,theater,Theater near Tiruppur,2024-01-07 19:00:00,30.1,0.95,51,7,19,1,6,0.0,676
Kanyakumari,stadium,Stadium near Kanyakumari,2024-08-12 12:00:00,26.6,8.03,73,12,12,8,0,0.0,639
Erode,temple,Temple near Erode,2024-02-18 22:00:00,33.1,6.0,59,18,22,2,6,0.0,1870
Madurai,theater,Theater near Madurai,2024-08-27 14:00:00,41.2,0.05,37,27,14,8,1,0.0,236
Dindigul,mall,Mall near Dindigul,2024-01-05 12:00:00,37.0,0.1,82,5,12,1,4,0.0,1481
Kanchipuram,mall,Mall near Kanchipuram,2024-11-11 21:00:00,32.1,0.4,77,11,21,11,0,0.0,4519
Sivakasi,park,Park near Sivakasi,2024-07-23 20:00:00,25.0,8.17,59,23,20,7,1,0.0,1278
Dindigul,hospital,Hospital near Dindigul,2024-10-20 20:00:00,33.7,5.31,0,20,20,10,6,0.5,1113
Villupuram,stadium,Stadium near Villupuram,2024-07-18 06:00:00,42.3,2.74,36,18,6,7,3,0.0,466
Cuddalore,stadium,Stadium near Cuddalore,2024-10-09 10:00:00,28.2,1.79,14,9,10,10,2,0.0,503
Coimbatore,bus_stop,Bus_Stop near Coimbatore,2024-02-16 05:00:00,26.1,0.54,19,16,5,2,4,0.0,3816
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-01-31 17:00:00,35.5,2.74,63,31,17,1,2,0.0,1822
Sivakasi,railway_station,Railway_Station near Sivakasi,2024-10-13 15:00:00,32.5,4.35,31,13,15,10,6,0.0,3039
Vellore,theater,Theater near Vellore,2024-03-27 22:00:00,35.7,0.43,9,27,22,3,2,0.2,996
Coimbatore,bus_stop,Bus_Stop near Coimbatore,2024-09-14 22:00:00,31.3,8.55,66,14,22,9,5,0.0,2362
Tirunelveli,temple,Temple near Tirunelveli,2024-12-17 18:00:00,30.8,1.04,30,17,18,12,1,0.0,3331
Chennai,stadium,Stadium near Chennai,2024-06-18 07:00:00,28.5,5.17,45,18,7,6,1,0.0,417
Tiruppur,mall,Mall near Tiruppur,2024-04-23 06:00:00,23.2,7.8,100,23,6,4,1,0.0,1432
Madurai,stadium,Stadium near Madurai,2024-11-05 17:00:00,33.3,0.47,0,5,17,11,1,0.0,577
Madurai,temple,Temple near Madurai,2024-02-09 01:00:00,30.5,2.65,42,9,1,2,4,0.0,1394
Dindigul,hospital,Hospital near Dindigul,2024-05-07 07:00:00,26.2,4.07,45,7,7,5,1,0.5,1404
Kanchipuram,park,Park near Kanchipuram,2024-05-04 06:00:00,20.3,2.35,10,4,6,5,5,0.0,519
Vellore,park,Park near Vellore,2024-04-07 11:00:00,29.3,1.03,58,7,11,4,6,0.0,625
Cuddalore,stadium,Stadium near Cuddalore,2024-03-23 14:00:00,37.0,0.26,11,23,14,3,5,0.0,591
Coimbatore,metro_station,Metro_Station near Coimbatore,2024-08-04 17:00:00,29.6,9.93,61,4,17,8,6,0.0,5784
Erode,bus_stop,Bus_Stop near Erode,2024-07-26 11:00:00,29.2,2.06,82,26,11,7,4,0.2,4150
Erode,tourist_spot,Tourist_Spot near Erode,2024-03-22 03:00:00,36.8,0.0,79,22,3,3,4,0.0,1108
Kanyakumari,stadium,Stadium near Kanyakumari,2024-10-27 06:00:00,31.5,0.39,83,27,6,10,6,0.0,509
Ramanathapuram,temple,Temple near Ramanathapuram,2024-05-30 07:00:00,32.3,1.19,10,30,7,5,3,0.0,2635
Pollachi,temple,Temple near Pollachi,2024-06-16 08:00:00,28.0,0.65,12,16,8,6,6,0.0,3603
Erode,hospital,Hospital near Erode,2024-03-27 00:00:00,38.9,2.41,20,27,0,3,2,0.0,689
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-02-03 22:00:00,29.9,0.35,24,3,22,2,5,0.0,2623
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-09-05 00:00:00,42.4,1.9,55,5,0,9,3,0.0,2362
Chennai,metro_station,Metro_Station near Chennai,2024-04-19 16:00:00,27.2,2.68,18,19,16,4,4,0.0,2940
Sivakasi,hospital,Hospital near Sivakasi,2024-10-13 15:00:00,21.5,0.26,29,13,15,10,6,0.0,783
Coimbatore,temple,Temple near Coimbatore,2024-07-11 12:00:00,30.6,7.16,47,11,12,7,3,0.0,1793
Thoothukudi,park,Park near Thoothukudi,2024-08-07 01:00:00,29.9,1.97,1,7,1,8,2,0.0,459
Thoothukudi,park,Park near Thoothukudi,2024-01-05 18:00:00,20.8,0.15,12,5,18,1,4,0.0,990
Chennai,railway_station,Railway_Station near Chennai,2024-09-15 14:00:00,32.3,18.29,10,15,14,9,6,0.0,2481
Tirunelveli,railway_station,Railway_Station near Tirunelveli,2024-12-16 15:00:00,29.0,0.98,15,16,15,12,0,0.0,3315
Chennai,theater,Theater near Chennai,2024-08-30 04:00:00,35.0,0.89,26,30,4,8,4,0.0,304
Tirunelveli,mall,Mall near Tirunelveli,2024-12-17 14:00:00,32.5,1.81,9,17,14,12,1,0.0,1895
Nagercoil,metro_station,Metro_Station near Nagercoil,2024-06-23 14:00:00,28.9,7.4,3,23,14,6,6,0.0,2098
Karur,mall,Mall near Karur,2024-01-26 18:00:00,32.0,0.5,29,26,18,1,4,0.5,5647
Madurai,park,Park near Madurai,2024-05-09 04:00:00,36.0,0.12,95,9,4,5,3,0.0,540
Ramanathapuram,mall,Mall near Ramanathapuram,2024-10-09 02:00:00,29.4,0.23,77,9,2,10,2,0.0,2137
Dindigul,theater,Theater near Dindigul,2024-02-04 01:00:00,32.8,0.61,30,4,1,2,6,0.0,399
Sivakasi,hospital,Hospital near Sivakasi,2024-04-18 09:00:00,41.7,0.68,69,18,9,4,3,0.0,843
Kanyakumari,mall,Mall near Kanyakumari,2024-11-13 17:00:00,20.7,0.14,54,13,17,11,2,0.0,2862
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-09-28 21:00:00,30.2,1.49,37,28,21,9,5,0.0,3726
Madurai,temple,Temple near Madurai,2024-05-26 18:00:00,23.2,0.09,89,26,18,5,6,0.0,3368
Pollachi,hospital,Hospital near Pollachi,2024-06-26 00:00:00,28.7,10.22,7,26,0,6,2,0.0,832
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-06-17 08:00:00,32.1,0.6,90,17,8,6,0,0.0,4676
Tiruppur,metro_station,Metro_Station near Tiruppur,2024-06-04 11:00:00,27.2,1.14,10,4,11,6,1,0.0,3386
Madurai,railway_station,Railway_Station near Madurai,2024-01-06 00:00:00,31.5,0.44,16,6,0,1,5,0.0,2888
Kanchipuram,theater,Theater near Kanchipuram,2024-10-19 20:00:00,32.1,0.06,59,19,20,10,5,0.0,993
Madurai,theater,Theater near Madurai,2024-04-19 09:00:00,17.7,0.29,10,19,9,4,4,0.2,354
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-10-11 16:00:00,33.7,3.1,76,11,16,10,4,0.0,1356
Cuddalore,bus_stop,Bus_Stop near Cuddalore,2024-10-15 22:00:00,32.9,0.58,1,15,22,10,1,0.0,2491
Madurai,hospital,Hospital near Madurai,2024-02-13 00:00:00,31.6,1.48,2,13,0,2,1,0.0,1003
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-11-10 09:00:00,30.5,0.27,54,10,9,11,6,0.0,2196
Dindigul,metro_station,Metro_Station near Dindigul,2024-11-11 00:00:00,26.6,0.23,34,11,0,11,0,0.0,2822
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-01-07 22:00:00,30.6,0.81,17,7,22,1,6,0.0,1391
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-02-07 12:00:00,27.2,0.87,0,7,12,2,2,0.5,3077
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-11-30 23:00:00,32.5,4.82,58,30,23,11,5,0.0,4076
Sivakasi,theater,Theater near Sivakasi,2024-09-23 12:00:00,28.4,0.66,33,23,12,9,0,0.0,346
Kanchipuram,temple,Temple near Kanchipuram,2024-04-11 00:00:00,27.8,0.55,15,11,0,4,3,0.0,1651
Madurai,bus_stop,Bus_Stop near Madurai,2024-05-22 18:00:00,30.3,0.55,14,22,18,5,2,0.0,6112
Chennai,stadium,Stadium near Chennai,2024-04-18 18:00:00,30.5,1.87,14,18,18,4,3,0.0,1718
Chennai,theater,Theater near Chennai,2024-03-25 15:00:00,30.3,2.53,67,25,15,3,0,0.0,210
Kanchipuram,temple,Temple near Kanchipuram,2024-06-05 08:00:00,27.7,2.75,0,5,8,6,2,0.0,3185
Tiruchirappalli,railway_station,Railway_Station near Tiruchirappalli,2024-06-29 06:00:00,26.3,1.08,1,29,6,6,5,0.0,2631
Chennai,college,College near Chennai,2024-12-06 06:00:00,27.6,0.93,67,6,6,12,4,0.0,1127
Chennai,hospital,Hospital near Chennai,2024-03-27 07:00:00,25.6,0.5,30,27,7,3,2,0.0,522
Ramanathapuram,theater,Theater near Ramanathapuram,2024-12-10 14:00:00,32.3,1.47,38,10,14,12,1,0.2,427
Erode,bus_stop,Bus_Stop near Erode,2024-06-06 12:00:00,18.6,2.1,63,6,12,6,3,0.0,2878
Pollachi,metro_station,Metro_Station near Pollachi,2024-09-07 19:00:00,31.0,3.25,6,7,19,9,5,0.0,4797
Tirunelveli,college,College near Tirunelveli,2024-06-17 02:00:00,36.7,3.03,68,17,2,6,0,0.5,1857
Ramanathapuram,mall,Mall near Ramanathapuram,2024-10-13 10:00:00,31.2,0.01,42,13,10,10,6,0.2,3737
Erode,stadium,Stadium near Erode,2024-07-14 19:00:00,27.8,0.86,59,14,19,7,6,1.0,2883
Vellore,mall,Mall near Vellore,2024-09-17 19:00:00,31.6,2.62,10,17,19,9,1,0.0,2767
Pollachi,mall,Mall near Pollachi,2024-02-27 02:00:00,45.4,0.17,73,27,2,2,1,0.0,1366
Tiruchirappalli,stadium,Stadium near Tiruchirappalli,2024-09-13 16:00:00,29.8,1.25,32,13,16,9,4,0.0,443
Villupuram,mall,Mall near Villupuram,2024-06-23 07:00:00,34.8,5.56,55,23,7,6,6,0.0,2659
Chennai,hospital,Hospital near Chennai,2024-11-15 22:00:00,23.0,0.1,22,15,22,11,4,0.0,903
Villupuram,stadium,Stadium near Villupuram,2024-10-02 19:00:00,31.3,0.59,17,2,19,10,2,0.5,1985
Pollachi,park,Park near Pollachi,2024-12-26 17:00:00,30.7,2.44,36,26,17,12,3,0.0,1011
Tiruppur,temple,Temple near Tiruppur,2024-07-19 21:00:00,30.0,1.58,29,19,21,7,4,0.0,1357
Kanchipuram,temple,Temple near Kanchipuram,2024-04-10 00:00:00,25.0,2.5,95,10,0,4,2,0.0,942
Sivakasi,metro_station,Metro_Station near Sivakasi,2024-10-30 01:00:00,32.1,1.82,20,30,1,10,2,0.0,3966
Pollachi,bus_stop,Bus_Stop near Pollachi,2024-07-16 23:00:00,27.0,0.17,64,16,23,7,1,0.0,2956
Tiruchirappalli,tourist_spot,Tourist_Spot near Tiruchirappalli,2024-10-30 13:00:00,32.9,1.72,70,30,13,10,2,0.0,1672
Karur,temple,Temple near Karur,2024-04-13 11:00:00,44.6,2.91,24,13,11,4,5,0.2,2643
Madurai,college,College near Madurai,2024-05-17 07:00:00,34.7,1.07,38,17,7,5,4,0.0,1084
Salem,college,College near Salem,2024-03-05 14:00:00,33.4,4.0,48,5,14,3,1,0.0,1886
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-04-07 04:00:00,30.1,1.49,23,7,4,4,6,0.0,1307
Madurai,bus_stop,Bus_Stop near Madurai,2024-01-08 15:00:00,23.2,0.28,24,8,15,1,0,0.0,3722
Tiruppur,temple,Temple near Tiruppur,2024-03-08 07:00:00,22.0,0.97,24,8,7,3,4,0.2,2882
Vellore,metro_station,Metro_Station near Vellore,2024-08-13 05:00:00,40.8,0.03,43,13,5,8,1,0.0,3248
Nagercoil,hospital,Hospital near Nagercoil,2024-02-13 18:00:00,28.6,3.14,49,13,18,2,1,0.0,610
Vellore,temple,Temple near Vellore,2024-10-22 06:00:00,33.2,0.68,16,22,6,10,1,0.0,3051
Vellore,college,College near Vellore,2024-05-03 18:00:00,30.0,0.65,38,3,18,5,4,0.0,1260
Dindigul,theater,Theater near Dindigul,2024-07-04 00:00:00,33.0,1.7,0,4,0,7,3,0.0,290
Villupuram,temple,Temple near Villupuram,2024-08-19 01:00:00,27.4,1.0,56,19,1,8,0,0.5,2233
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-03-23 04:00:00,31.6,0.97,21,23,4,3,5,0.0,1083
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-07-06 20:00:00,33.7,4.7,38,6,20,7,5,0.0,3159
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-02-18 05:00:00,32.7,3.5,11,18,5,2,6,0.0,2775
Coimbatore,mall,Mall near Coimbatore,2024-04-17 09:00:00,34.4,0.17,14,17,9,4,2,0.0,1645
Tiruppur,mall,Mall near Tiruppur,2024-12-10 07:00:00,36.8,1.9,49,10,7,12,1,0.0,1895
Nagercoil,metro_station,Metro_Station near Nagercoil,2024-03-19 18:00:00,28.0,1.93,89,19,18,3,1,0.0,4537
Erode,temple,Temple near Erode,2024-05-09 22:00:00,20.4,1.0,31,9,22,5,3,0.0,1576
Vellore,temple,Temple near Vellore,2024-06-05 09:00:00,33.9,0.23,79,5,9,6,2,0.0,2829
Villupuram,park,Park near Villupuram,2024-09-17 18:00:00,24.7,2.85,56,17,18,9,1,0.0,1094
Madurai,temple,Temple near Madurai,2024-10-23 18:00:00,30.0,1.65,28,23,18,10,2,0.0,3315
Villupuram,hospital,Hospital near Villupuram,2024-07-11 22:00:00,27.0,0.38,38,11,22,7,3,0.0,614
Ramanathapuram,stadium,Stadium near Ramanathapuram,2024-12-19 05:00:00,38.1,0.62,21,19,5,12,3,0.0,485
Tiruppur,tourist_spot,Tourist_Spot near Tiruppur,2024-12-19 11:00:00,29.4,0.03,29,19,11,12,3,0.0,2005
Erode,college,College near Erode,2024-03-10 12:00:00,20.9,3.11,64,10,12,3,6,0.0,578
Dindigul,temple,Temple near Dindigul,2024-02-27 19:00:00,30.4,0.14,61,27,19,2,1,0.0,2770
Ramanathapuram,railway_station,Railway_Station near Ramanathapuram,2024-05-10 14:00:00,39.2,0.59,11,10,14,5,4,0.0,2566
Erode,theater,Theater near Erode,2024-10-02 17:00:00,24.6,1.76,33,2,17,10,2,0.0,293
Dindigul,mall,Mall near Dindigul,2024-08-16 10:00:00,35.7,0.55,66,16,10,8,4,0.0,1664
Sivakasi,mall,Mall near Sivakasi,2024-11-27 18:00:00,29.5,0.13,68,27,18,11,2,0.5,4961
Coimbatore,hospital,Hospital near Coimbatore,2024-03-26 20:00:00,34.3,0.63,0,26,20,3,1,0.2,960
Vellore,park,Park near Vellore,2024-03-26 17:00:00,35.4,0.53,50,26,17,3,1,0.2,1193
Coimbatore,temple,Temple near Coimbatore,2024-01-08 02:00:00,30.1,0.94,0,8,2,1,0,0.0,1483
Erode,theater,Theater near Erode,2024-02-04 02:00:00,34.2,0.56,78,4,2,2,6,0.0,378
Erode,park,Park near Erode,2024-02-22 10:00:00,21.9,0.82,16,22,10,2,3,0.5,1048
Ramanathapuram,park,Park near Ramanathapuram,2024-12-05 00:00:00,31.0,0.3,64,5,0,12,3,0.0,612
Villupuram,metro_station,Metro_Station near Villupuram,2024-09-09 23:00:00,37.2,0.48,75,9,23,9,0,0.0,2482
Madurai,stadium,Stadium near Madurai,2024-08-25 22:00:00,25.2,5.49,75,25,22,8,6,0.0,1064
Kanchipuram,temple,Temple near Kanchipuram,2024-06-20 10:00:00,27.8,0.08,48,20,10,6,3,0.0,2539
Thoothukudi,hospital,Hospital near Thoothukudi,2024-03-20 20:00:00,33.2,0.78,22,20,20,3,2,0.0,685
Kanyakumari,college,College near Kanyakumari,2024-02-22 14:00:00,18.9,1.87,64,22,14,2,3,0.0,2593
Sivakasi,metro_station,Metro_Station near Sivakasi,2024-08-17 06:00:00,26.7,9.31,48,17,6,8,5,0.0,3049
Erode,metro_station,Metro_Station near Erode,2024-05-24 08:00:00,40.2,1.12,0,24,8,5,4,0.0,6672
Coimbatore,stadium,Stadium near Coimbatore,2024-02-11 08:00:00,34.5,2.6,44,11,8,2,6,0.0,453
Tirunelveli,railway_station,Railway_Station near Tirunelveli,2024-02-05 03:00:00,30.4,2.58,53,5,3,2,0,0.0,3119
Kanchipuram,temple,Temple near Kanchipuram,2024-11-25 13:00:00,31.3,1.79,42,25,13,11,0,0.0,1304
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-01-22 07:00:00,34.4,0.37,73,22,7,1,0,0.0,387
Cuddalore,tourist_spot,Tourist_Spot near Cuddalore,2024-03-29 14:00:00,27.3,0.09,4,29,14,3,4,0.0,1042
Chennai,hospital,Hospital near Chennai,2024-09-23 08:00:00,30.1,0.33,93,23,8,9,0,0.0,648
Ramanathapuram,stadium,Stadium near Ramanathapuram,2024-06-07 06:00:00,24.5,0.14,94,7,6,6,4,0.0,409
Erode,railway_station,Railway_Station near Erode,2024-05-18 13:00:00,27.2,3.31,44,18,13,5,5,0.0,3479
Ramanathapuram,railway_station,Railway_Station near Ramanathapuram,2024-02-09 12:00:00,29.3,2.84,64,9,12,2,4,0.0,3539
Ramanathapuram,mall,Mall near Ramanathapuram,2024-09-08 09:00:00,21.9,0.98,38,8,9,9,6,0.0,2578
Ramanathapuram,temple,Temple near Ramanathapuram,2024-02-16 05:00:00,32.3,1.2,100,16,5,2,4,0.0,3124
Tirunelveli,railway_station,Railway_Station near Tirunelveli,2024-11-26 11:00:00,32.2,2.48,39,26,11,11,1,0.0,3655
Karur,park,Park near Karur,2024-03-21 20:00:00,26.4,4.88,55,21,20,3,3,0.5,1637
Tirunelveli,theater,Theater near Tirunelveli,2024-07-14 10:00:00,36.8,6.71,0,14,10,7,6,0.0,286
Salem,college,College near Salem,2024-01-14 22:00:00,33.0,2.01,0,14,22,1,6,0.2,365
Tirunelveli,theater,Theater near Tirunelveli,2024-03-18 21:00:00,24.5,2.92,44,18,21,3,0,0.5,1032
Ramanathapuram,college,College near Ramanathapuram,2024-04-10 20:00:00,28.2,0.25,0,10,20,4,2,0.0,817
Nagercoil,metro_station,Metro_Station near Nagercoil,2024-08-02 19:00:00,34.1,10.04,27,2,19,8,4,0.0,4268
Pollachi,college,College near Pollachi,2024-09-24 10:00:00,34.0,3.17,4,24,10,9,1,0.0,2167
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-02-02 15:00:00,24.6,0.74,38,2,15,2,4,0.0,1870
Tirunelveli,metro_station,Metro_Station near Tirunelveli,2024-01-12 07:00:00,19.7,1.68,76,12,7,1,4,0.0,5698
Sivakasi,stadium,Stadium near Sivakasi,2024-10-06 20:00:00,33.9,0.97,81,6,20,10,6,0.0,1477
Salem,metro_station,Metro_Station near Salem,2024-01-31 05:00:00,35.3,0.05,45,31,5,1,2,0.0,3202
Villupuram,stadium,Stadium near Villupuram,2024-03-04 18:00:00,33.2,8.07,96,4,18,3,0,0.0,949
Thoothukudi,stadium,Stadium near Thoothukudi,2024-12-27 12:00:00,27.3,1.86,21,27,12,12,4,0.0,462
Sivakasi,stadium,Stadium near Sivakasi,2024-08-19 08:00:00,27.3,0.77,53,19,8,8,0,0.0,458
Erode,stadium,Stadium near Erode,2024-12-20 15:00:00,34.3,0.5,80,20,15,12,4,0.0,416
Salem,bus_stop,Bus_Stop near Salem,2024-04-20 05:00:00,25.4,0.32,50,20,5,4,5,0.0,2697
Salem,mall,Mall near Salem,2024-02-11 19:00:00,28.0,7.9,11,11,19,2,6,0.2,5320
Vellore,bus_stop,Bus_Stop near Vellore,2024-04-05 21:00:00,28.1,0.85,24,5,21,4,4,0.0,3096
Karur,tourist_spot,Tourist_Spot near Karur,2024-10-25 23:00:00,23.9,0.53,21,25,23,10,4,0.0,949
Cuddalore,theater,Theater near Cuddalore,2024-04-28 08:00:00,28.2,0.58,80,28,8,4,6,0.0,408
Villupuram,bus_stop,Bus_Stop near Villupuram,2024-07-03 01:00:00,28.2,1.13,47,3,1,7,2,0.0,3180
Nagercoil,bus_stop,Bus_Stop near Nagercoil,2024-01-13 11:00:00,25.8,0.58,64,13,11,1,5,0.0,2638
Sivakasi,theater,Theater near Sivakasi,2024-09-07 15:00:00,26.6,1.04,52,7,15,9,5,0.0,418
Dindigul,temple,Temple near Dindigul,2024-10-17 22:00:00,29.2,0.35,24,17,22,10,3,0.0,1704
Karur,park,Park near Karur,2024-08-14 09:00:00,27.3,0.15,100,14,9,8,2,0.0,376
Madurai,temple,Temple near Madurai,2024-05-07 14:00:00,24.8,4.68,43,7,14,5,1,0.0,988
Kanchipuram,tourist_spot,Tourist_Spot near Kanchipuram,2024-12-05 02:00:00,32.4,1.03,60,5,2,12,3,0.0,805
Vellore,bus_stop,Bus_Stop near Vellore,2024-06-06 12:00:00,31.5,5.58,48,6,12,6,3,0.0,3008
Nagercoil,hospital,Hospital near Nagercoil,2024-01-01 20:00:00,32.3,0.81,36,1,20,1,0,0.0,816
Thoothukudi,hospital,Hospital near Thoothukudi,2024-05-20 00:00:00,25.0,1.71,37,20,0,5,0,0.0,612
Vellore,bus_stop,Bus_Stop near Vellore,2024-10-22 16:00:00,27.8,0.25,55,22,16,10,1,0.0,3119
Salem,hospital,Hospital near Salem,2024-03-03 09:00:00,25.0,3.16,22,3,9,3,6,0.0,790
Cuddalore,tourist_spot,Tourist_Spot near Cuddalore,2024-12-24 00:00:00,24.2,0.64,54,24,0,12,1,0.0,1060
Tiruppur,theater,Theater near Tiruppur,2024-10-31 06:00:00,33.2,1.75,61,31,6,10,3,0.0,318
Tirunelveli,mall,Mall near Tirunelveli,2024-05-31 21:00:00,32.0,0.67,46,31,21,5,4,1.0,7416
Chennai,bus_stop,Bus_Stop near Chennai,2024-02-03 05:00:00,25.0,0.16,100,3,5,2,5,0.5,3590
Dindigul,college,College near Dindigul,2024-07-10 12:00:00,30.6,2.34,30,10,12,7,2,0.0,1502
Erode,college,College near Erode,2024-06-11 16:00:00,35.3,10.24,24,11,16,6,1,0.0,2336
Kanchipuram,mall,Mall near Kanchipuram,2024-11-02 00:00:00,25.2,3.6,0,2,0,11,5,0.0,2058
Tirunelveli,hospital,Hospital near Tirunelveli,2024-05-28 18:00:00,41.4,1.71,16,28,18,5,1,0.0,740
Cuddalore,park,Park near Cuddalore,2024-10-23 18:00:00,36.9,2.19,35,23,18,10,2,0.0,1207
Salem,railway_station,Railway_Station near Salem,2024-12-01 23:00:00,22.2,0.25,71,1,23,12,6,0.0,3400
Chennai,bus_stop,Bus_Stop near Chennai,2024-11-16 12:00:00,28.1,1.9,0,16,12,11,5,0.2,3719
Tiruppur,tourist_spot,Tourist_Spot near Tiruppur,2024-12-18 01:00:00,29.0,2.29,79,18,1,12,2,0.0,928
Chennai,hospital,Hospital near Chennai,2024-08-11 23:00:00,28.9,2.22,95,11,23,8,6,0.0,664
Ramanathapuram,mall,Mall near Ramanathapuram,2024-04-25 23:00:00,23.4,7.43,41,25,23,4,3,0.0,1866
Chennai,mall,Mall near Chennai,2024-12-12 05:00:00,31.0,0.27,71,12,5,12,3,1.0,3508
Karur,college,College near Karur,2024-07-27 06:00:00,27.1,0.89,40,27,6,7,5,0.0,350
Ramanathapuram,temple,Temple near Ramanathapuram,2024-02-05 01:00:00,32.0,4.62,35,5,1,2,0,0.0,1417
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-08-03 11:00:00,40.2,4.95,19,3,11,8,5,0.0,3150
Pollachi,hospital,Hospital near Pollachi,2024-06-10 12:00:00,20.3,7.95,11,10,12,6,0,0.0,714
Ramanathapuram,park,Park near Ramanathapuram,2024-04-12 18:00:00,29.3,2.18,51,12,18,4,4,0.2,1231
Tiruchirappalli,stadium,Stadium near Tiruchirappalli,2024-08-08 11:00:00,40.7,8.51,0,8,11,8,3,0.0,521
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-01-06 06:00:00,33.2,0.72,47,6,6,1,5,0.2,1434
Tiruchirappalli,park,Park near Tiruchirappalli,2024-01-25 18:00:00,22.7,4.25,48,25,18,1,3,0.0,1021
Sivakasi,bus_stop,Bus_Stop near Sivakasi,2024-03-14 07:00:00,28.7,0.07,25,14,7,3,3,0.0,5670
Villupuram,college,College near Villupuram,2024-06-16 05:00:00,29.6,6.68,50,16,5,6,6,0.0,247
Erode,temple,Temple near Erode,2024-03-10 00:00:00,25.2,0.87,100,10,0,3,6,0.0,1710
Chennai,college,College near Chennai,2024-11-02 05:00:00,27.5,0.05,43,2,5,11,5,0.0,305
Tirunelveli,temple,Temple near Tirunelveli,2024-03-30 15:00:00,31.4,2.33,44,30,15,3,5,0.0,1980
Kanchipuram,bus_stop,Bus_Stop near Kanchipuram,2024-01-07 21:00:00,19.7,1.25,5,7,21,1,6,0.0,2837
Nagercoil,metro_station,Metro_Station near Nagercoil,2024-05-27 08:00:00,34.6,0.69,31,27,8,5,0,0.2,5586
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-02-23 17:00:00,28.6,0.02,70,23,17,2,4,0.0,1867
